"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean","unemp_mean","sector"
"971","LYB",-0.0235,0,14.87,-1.59,"2020",0.5,8.6,"Industrials"
"972","MTB",-0.0659,0,10.47,-5.92,"2020",0.5,8.6,"Finance"
"973","MAC",-0.0782,0,31.31,-6.24,"2020",0.5,8.6,"Real Estate"
"974","M",-0.0829,0,24.69,-6.82,"2020",0.5,8.6,"Consumer Discretionary"
"975","MRO",-0.0797,0,39.83,-5.72,"2020",0.5,8.6,"Energy"
"976","MPC",-0.0602,0,23.45,-4.59,"2020",0.5,8.6,"Energy"
"977","MAR",-0.0463,0,18.5,-3.49,"2020",0.5,8.6,"Consumer Discretionary"
"978","MMC",0.0017,0,9.18,0.73,"2020",0.5,8.6,"Finance"
"979","MLM",-0.0178,0,9.51,-1.48,"2020",0.5,8.6,"Industrials"
"980","MAS",0.0168,1,12.31,2.46,"2020",0.5,8.6,"Industrials"
"981","MA",0.0103,1,10.86,1.72,"2020",0.5,8.6,"Consumer Discretionary"
"982","MAT",-0.0128,0,13.46,-0.72,"2020",0.5,8.6,"Consumer Discretionary"
"983","MKC",0.013,1,8.31,1.79,"2020",0.5,8.6,"Consumer Staples"
"984","MCD",0.0099,1,8.98,1.53,"2020",0.5,8.6,"Consumer Discretionary"
"985","MCK",0.0064,0,5.43,0.83,"2020",0.5,8.6,"Health Care"
"986","MDT",-0.0119,0,8.21,-0.7,"2020",0.5,8.6,"Health Care"
"987","MRK",-0.0111,0,5.51,-0.89,"2020",0.5,8.6,"Health Care"
"988","MET",-0.0336,0,12.8,-2.52,"2020",0.5,8.6,"Finance"
"989","MTD",0.02,1,7.46,2.31,"2020",0.5,8.6,"Health Care"
"990","MGM",-0.0239,0,28.72,-0.62,"2020",0.5,8.6,"Consumer Discretionary"
"991","MCHP",-0.0026,0,15.58,0.68,"2020",0.5,8.6,"Technology"
"992","MU",-0.0081,0,10.52,-0.47,"2020",0.5,8.6,"Technology"
"993","MSFT",0.0282,1,7.56,3.21,"2020",0.5,8.6,"Technology"
"994","MAA",-0.0112,0,8.84,-0.63,"2020",0.5,8.6,"Real Estate"
"995","MHK",-0.0286,0,17.61,-2.06,"2020",0.5,8.6,"Consumer Discretionary"
"996","TAP",-0.0503,0,9.62,-4.51,"2020",0.5,8.6,"Consumer Staples"
"997","MDLZ",0.0048,0,5.37,0.75,"2020",0.5,8.6,"Consumer Staples"
"998","MNST",0.0238,1,9.38,2.91,"2020",0.5,8.6,"Consumer Staples"
"999","MCO",0.0172,1,8.32,2.25,"2020",0.5,8.6,"Finance"
"1000","MS",-0.0084,0,13.5,0.04,"2020",0.5,8.6,"Finance"
"1001","MSI",-0.0016,0,9.66,0.31,"2020",0.5,8.6,"Technology"
"1002","NDAQ",0.0131,1,9.5,1.87,"2020",0.5,8.6,"Finance"
"1003","NOV",-0.0954,0,20.78,-8.27,"2020",0.5,8.6,"Industrials"
"1004","NAVI",-0.0456,0,15.11,-3.72,"2020",0.5,8.6,"Finance"
"1005","NTAP",-0.0379,0,8.22,-3.31,"2020",0.5,8.6,"Technology"
"1006","NFLX",0.0452,1,5.63,4.72,"2020",0.5,8.6,"Consumer Discretionary"
"1007","NWL",-0.005,0,11.85,-0.07,"2020",0.5,8.6,"Industrials"
"1008","NEM",0.0439,1,11.33,4.86,"2020",0.5,8.6,"Basic Materials"
"1009","NWSA",-8e-04,0,15.47,0.83,"2020",0.5,8.6,"Consumer Discretionary"
"1010","NWS",-0.0048,0,15.46,0.48,"2020",0.5,8.6,"Consumer Discretionary"
"1011","NEE",0.0225,1,8.64,2.41,"2020",0.5,8.6,"Utilities"
"1012","NLSN",-0.0371,0,13.72,-2.89,"2020",0.5,8.6,"Consumer Discretionary"
"1013","NKE",0.0249,1,9.09,2.82,"2020",0.5,8.6,"Consumer Discretionary"
"1014","NI",-0.0203,0,6.58,-1.9,"2020",0.5,8.6,"Utilities"
"1015","JWN",-0.1082,0,22.8,-9.54,"2020",0.5,8.6,"Consumer Discretionary"
"1016","NSC",0.0108,1,11.63,1.82,"2020",0.5,8.6,"Industrials"
"1017","NTRS",-0.0351,0,6.55,-3.1,"2020",0.5,8.6,"Finance"
"1018","NOC",-0.0102,0,7.75,-0.58,"2020",0.5,8.6,"Technology"
"1019","NCLH",-0.081,0,33.78,-6.06,"2020",0.5,8.6,"Consumer Discretionary"
"1020","NRG",-0.0272,0,12.98,-1.92,"2020",0.5,8.6,"Utilities"
"1021","NUE",-0.021,0,9.77,-1.52,"2020",0.5,8.6,"Industrials"
"1022","NVDA",0.0922,1,10.15,9.61,"2020",0.5,8.6,"Technology"
"1023","ORLY",0.0037,0,13.76,1.2,"2020",0.5,8.6,"Consumer Discretionary"
"1024","OXY",-0.1036,0,33.14,-8.85,"2020",0.5,8.6,"Energy"
"1025","OMC",-0.0516,0,7.1,-4.72,"2020",0.5,8.6,"Consumer Discretionary"
"1026","OKE",-0.0615,0,29.57,-4.54,"2020",0.5,8.6,"Utilities"
"1027","ORCL",0.0109,1,4.56,1.33,"2020",0.5,8.6,"Technology"
"1028","PCAR",0.0086,1,8.73,1.37,"2020",0.5,8.6,"Consumer Discretionary"
"1029","PKG",9e-04,0,7.78,0.35,"2020",0.5,8.6,"Basic Materials"
"1030","PH",-6e-04,0,15.4,0.88,"2020",0.5,8.6,"Industrials"
"1031","PDCO",0.0288,1,18.97,3.9,"2020",0.5,8.6,"Health Care"
"1032","PAYX",-0.0063,0,9.11,-0.12,"2020",0.5,8.6,"Consumer Discretionary"
"1033","PYPL",0.0641,1,13.83,7.24,"2020",0.5,8.6,"Consumer Discretionary"
"1034","PNR",2e-04,0,13.17,0.82,"2020",0.5,8.6,"Industrials"
"1035","PEP",0.0015,0,5.76,0.5,"2020",0.5,8.6,"Consumer Staples"
"1036","PKI",0.0249,1,12.14,3.13,"2020",0.5,8.6,"Health Care"
"1037","PRGO",-0.0119,0,8.43,-0.83,"2020",0.5,8.6,"Health Care"
"1038","PFE",-0.0046,0,11.27,0,"2020",0.5,8.6,"Health Care"
"1039","PCG",0.004,0,23.73,1.17,"2020",0.5,8.6,"Utilities"
"1040","PM",-0.011,0,5.51,-0.83,"2020",0.5,8.6,"Consumer Discretionary"
"1041","PSX",-0.0732,0,18.95,-6.27,"2020",0.5,8.6,"Energy"
"1042","PNW",-0.0162,0,9.99,-1.33,"2020",0.5,8.6,"Utilities"
"1043","PXD",-0.0517,0,19.35,-3.95,"2020",0.5,8.6,"Energy"
"1044","PNC",-0.0419,0,11.5,-3.45,"2020",0.5,8.6,"Finance"
"1045","RL",-0.0582,0,12.65,-5.12,"2020",0.5,8.6,"Consumer Discretionary"
"1046","PPG",-0.009,0,11.4,-0.22,"2020",0.5,8.6,"Consumer Discretionary"
"1047","PPL",-0.0267,0,9.38,-2.15,"2020",0.5,8.6,"Utilities"
"1048","PFG",-0.0314,0,13.59,-2.27,"2020",0.5,8.6,"Finance"
"1049","PG",0.0124,1,5.97,1.56,"2020",0.5,8.6,"Consumer Discretionary"
"1050","PGR",0.0301,1,6.76,3.25,"2020",0.5,8.6,"Finance"
"1051","PLD",0.0144,1,7.2,1.79,"2020",0.5,8.6,"Real Estate"
"1052","PRU",-0.0386,0,14.5,-2.89,"2020",0.5,8.6,"Finance"
"1053","PEG",-0.0049,0,9.74,-0.04,"2020",0.5,8.6,"Utilities"
"1054","PSA",0.009,1,6.28,0.99,"2020",0.5,8.6,"Real Estate"
"1055","PHM",0.0324,1,22.45,4.52,"2020",0.5,8.6,"Consumer Discretionary"
"1056","QRVO",0.0131,1,12.54,2.04,"2020",0.5,8.6,"Industrials"
"1057","QCOM",0.0325,1,11.08,3.94,"2020",0.5,8.6,"Technology"
"1058","PWR",0.0285,1,12.6,3.51,"2020",0.5,8.6,"Industrials"
"1059","DGX",0.0141,1,17.39,2.27,"2020",0.5,8.6,"Health Care"
"1060","RRC",0.1038,1,55.54,13.02,"2020",0.5,8.6,"Energy"
"1061","RJF",-0.0249,0,9.77,-1.9,"2020",0.5,8.6,"Finance"
"1062","O",-0.014,0,12.59,-0.72,"2020",0.5,8.6,"Real Estate"
"1063","REG",-0.0466,0,13.19,-3.98,"2020",0.5,8.6,"Real Estate"
"1064","REGN",0.0576,1,12.76,5.54,"2020",0.5,8.6,"Health Care"
"1065","RF",-0.0387,0,14.69,-2.96,"2020",0.5,8.6,"Finance"
"1066","RSG",0.0048,0,8.03,0.91,"2020",0.5,8.6,"Utilities"
"1067","RMD",0.0134,1,8.78,1.53,"2020",0.5,8.6,"Health Care"
"1068","RHI",-0.0187,0,14.25,-0.99,"2020",0.5,8.6,"Consumer Discretionary"
"1069","ROK",0.009,1,12.66,1.66,"2020",0.5,8.6,"Industrials"
"1070","ROP",0.0098,1,9.33,1.48,"2020",0.5,8.6,"Industrials"
"1071","ROST",-0.0276,0,8.71,-2.33,"2020",0.5,8.6,"Consumer Discretionary"
"1072","RCL",-0.0421,0,32.81,-2.11,"2020",0.5,8.6,"Consumer Discretionary"
"1073","SPGI",0.0268,1,9.1,3.25,"2020",0.5,8.6,"Finance"
"1074","CRM",0.0467,1,16.05,5.49,"2020",0.5,8.6,"Technology"
"1075","SBAC",0.0319,1,4.38,3.22,"2020",0.5,8.6,"Real Estate"
"1076","SLB",-0.085,0,21.5,-7.11,"2020",0.5,8.6,"Energy"
"1077","STX",-0.0146,0,7.87,-1.33,"2020",0.5,8.6,"Technology"
"1078","SEE",-0.0026,0,12.28,0.54,"2020",0.5,8.6,"Industrials"
"1079","SRE",-0.0255,0,9.56,-2,"2020",0.5,8.6,"Utilities"
"1080","SHW",0.0227,1,9.37,2.82,"2020",0.5,8.6,"Consumer Discretionary"
"1081","SIG",0.0687,1,39.25,9.04,"2020",0.5,8.6,"Consumer Discretionary"
"1082","SPG",-0.0638,0,22.61,-5.22,"2020",0.5,8.6,"Real Estate"
"1083","SWKS",0.0194,1,10.95,2.57,"2020",0.5,8.6,"Technology"
"1084","SLG",-0.0524,0,20.55,-4.25,"2020",0.5,8.6,"Real Estate"
"1085","SNA",-0.0148,0,12.2,-0.71,"2020",0.5,8.6,"Consumer Discretionary"
"1086","SO",-0.013,0,8.6,-1,"2020",0.5,8.6,"Utilities"
"1087","LUV",-0.0368,0,13.38,-3.25,"2020",0.5,8.6,"Consumer Discretionary"
"1088","SWK",-0.0011,0,14.09,0.72,"2020",0.5,8.6,"Consumer Discretionary"
"1089","SBUX",-0.0058,0,9.94,0.03,"2020",0.5,8.6,"Consumer Discretionary"
"1090","STT",-0.032,0,11.67,-2.45,"2020",0.5,8.6,"Finance"
"1091","SRCL",-9e-04,0,8.42,0.36,"2020",0.5,8.6,"Utilities"
"1092","SYK",-0.0036,0,8.23,0.11,"2020",0.5,8.6,"Health Care"
"1093","SYF",-0.0258,0,19.24,-1.45,"2020",0.5,8.6,"Finance"
"1094","SNPS",0.0429,1,9.98,4.92,"2020",0.5,8.6,"Technology"
"1095","SYY",-0.0308,0,16.33,-2.07,"2020",0.5,8.6,"Consumer Discretionary"
"1096","TROW",0.0034,0,11.23,1.04,"2020",0.5,8.6,"Finance"
"1097","TPR",-0.0505,0,17.01,-4.14,"2020",0.5,8.6,"Consumer Discretionary"
"1098","TGT",0.026,1,11.9,3.25,"2020",0.5,8.6,"Consumer Discretionary"
"1099","TEL",0.0022,0,12.51,1.03,"2020",0.5,8.6,"Technology"
"1100","FTI",-0.1081,0,24.41,-9.41,"2020",0.5,8.6,"Industrials"
"1101","TXN",0.0103,1,9.02,1.58,"2020",0.5,8.6,"Technology"
"1102","TXT",-0.0192,0,15.39,-1.1,"2020",0.5,8.6,"Industrials"
"1103","BK",-0.0434,0,9.06,-3.8,"2020",0.5,8.6,"Finance"
"1104","CLX",0.0394,1,6.15,4,"2020",0.5,8.6,"Consumer Discretionary"
"1105","COO",0.0037,0,9.46,0.76,"2020",0.5,8.6,"Health Care"
"1106","HSY",-0.0011,0,6.89,0.17,"2020",0.5,8.6,"Consumer Staples"
"1107","MOS",-0.0113,0,19.24,-0.07,"2020",0.5,8.6,"Industrials"
"1108","TRV",-0.0264,0,7.62,-2.21,"2020",0.5,8.6,"Finance"
"1109","DIS",-0.0199,0,11.31,-1.25,"2020",0.5,8.6,"Consumer Discretionary"
"1110","TMO",0.0307,1,8.19,3.53,"2020",0.5,8.6,"Industrials"
"1111","TJX",-0.0146,0,8.16,-1.07,"2020",0.5,8.6,"Consumer Discretionary"
"1112","TSCO",0.0467,1,10.01,5.24,"2020",0.5,8.6,"Consumer Discretionary"
"1113","TDG",-0.0071,0,19.08,0.36,"2020",0.5,8.6,"Industrials"
"1114","TRIP",-0.047,0,14.2,-3.78,"2020",0.5,8.6,"Communication Services"
"1115","FOXA",-0.0299,0,12,-2.31,"2020",0.5,8.6,"Industrials"
"1116","FOX",-0.0278,0,12.43,-2.05,"2020",0.5,8.6,"Industrials"
"1117","TSN",-0.046,0,8.34,-4.05,"2020",0.5,8.6,"Consumer Staples"
"1118","USB",-0.053,0,9.71,-4.74,"2020",0.5,8.6,"Finance"
"1119","UDR",-0.037,0,7.05,-3.34,"2020",0.5,8.6,"Real Estate"
"1120","ULTA",-0.0094,0,17.67,0.01,"2020",0.5,8.6,"Consumer Discretionary"
"1121","UAA",-0.0633,0,18.47,-5.5,"2020",0.5,8.6,"Consumer Discretionary"
"1122","UA",-0.0636,0,18.64,-5.48,"2020",0.5,8.6,"Consumer Discretionary"
"1123","UNP",0.0085,1,8.67,1.4,"2020",0.5,8.6,"Industrials"
"1124","UAL",-0.0865,0,20.5,-7.76,"2020",0.5,8.6,"Consumer Discretionary"
"1125","UNH",0.0042,0,7.35,0.8,"2020",0.5,8.6,"Health Care"
"1126","UPS",0.0474,1,12.58,5.13,"2020",0.5,8.6,"Consumer Discretionary"
"1127","URI",0.0054,0,15.09,1.4,"2020",0.5,8.6,"Consumer Discretionary"
"1128","UHS",-0.0359,0,11.15,-3,"2020",0.5,8.6,"Health Care"
"1129","UNM",-0.0534,0,16.29,-4.37,"2020",0.5,8.6,"Finance"
"1130","VFC",-0.0358,0,12.58,-2.97,"2020",0.5,8.6,"Consumer Discretionary"
"1131","VLO",-0.0737,0,20.34,-6.14,"2020",0.5,8.6,"Energy"
"1132","VTR",-0.0144,0,19.53,-0.32,"2020",0.5,8.6,"Real Estate"
"1133","VRSN",0.0029,0,7.75,0.71,"2020",0.5,8.6,"Technology"
"1134","VRSK",0.0216,1,7.92,2.56,"2020",0.5,8.6,"Consumer Discretionary"
"1135","VZ",-0.0011,0,5.02,0.14,"2020",0.5,8.6,"Telecommunications"
"1136","VRTX",0.0244,1,6.11,2.5,"2020",0.5,8.6,"Health Care"
"1137","V",0.0033,0,8.59,0.85,"2020",0.5,8.6,"Consumer Discretionary"
"1138","VNO",-0.0629,0,15.85,-5.43,"2020",0.5,8.6,"Real Estate"
"1139","VMC",-0.0071,0,8.11,-0.41,"2020",0.5,8.6,"Basic Materials"
"1140","WMT",0.017,1,5.55,1.88,"2020",0.5,8.6,"Consumer Discretionary"
"1141","WBA",-0.0513,0,4.6,-5.11,"2020",0.5,8.6,"Consumer Staples"
"1142","WM",-0.001,0,8.06,0.38,"2020",0.5,8.6,"Utilities"
"1143","WAT",-0.0215,0,10,-1.71,"2020",0.5,8.6,"Health Care"
"1144","WEC",0.0092,1,5.88,1.1,"2020",0.5,8.6,"Utilities"
"1145","WFC",-0.0859,0,9.41,-8.06,"2020",0.5,8.6,"Finance"
"1146","WDC",-0.0536,0,10.85,-4.82,"2020",0.5,8.6,"Technology"
"1147","WU",-0.0174,0,10.88,-1.14,"2020",0.5,8.6,"Consumer Discretionary"
"1148","WRK",-0.0214,0,12.32,-1.65,"2020",0.5,8.6,"Basic Materials"
"1149","WY",0.0019,0,19.29,1.36,"2020",0.5,8.6,"Real Estate"
"1150","WHR",0.03,1,19.01,4.22,"2020",0.5,8.6,"Consumer Discretionary"
"1151","WMB",-0.0074,0,16.81,0.25,"2020",0.5,8.6,"Utilities"
"1152","WYNN",-0.062,0,24.45,-4.67,"2020",0.5,8.6,"Consumer Discretionary"
"1153","XEL",0.0123,1,6.71,1.49,"2020",0.5,8.6,"Utilities"
"1154","XRX",-0.0645,0,15.61,-5.74,"2020",0.5,8.6,"Technology"
"1155","XL",0.0203,1,5.37,1.95,"2020",0.5,8.6,"Consumer Discretionary"
"1156","XYL",0.0058,0,9.44,1.05,"2020",0.5,8.6,"Industrials"
"1157","YUM",-0.0118,0,14.05,-0.27,"2020",0.5,8.6,"Consumer Discretionary"
"1158","ZBH",-0.012,0,12.89,-0.38,"2020",0.5,8.6,"Health Care"
"1159","ZION",-0.0594,0,14.38,-5.05,"2020",0.5,8.6,"Finance"
"1160","ZTS",0.0201,1,7.06,2.43,"2020",0.5,8.6,"Health Care"
